"","store_key","month_key","size_key","dough_key","cheese_key","topping_key","amount","profit"
"215",1,10,1,1,1,1,6,1
"216",1,10,4,3,2,4,33,4
"217",1,10,1,2,1,4,9,1
"218",1,10,4,2,3,4,39,4
"219",1,10,3,1,3,1,12,3
"220",1,10,1,3,3,1,9,1
"221",1,10,3,2,2,4,19,3
"222",1,10,4,3,1,1,33,4
"223",1,10,2,2,1,2,10,2
"224",1,10,1,2,3,3,3,1
"225",1,10,3,1,3,1,11,3
"226",1,10,1,3,2,1,3,1
"227",1,10,1,1,2,2,5,1
"228",1,10,2,1,1,3,7,2
"229",1,10,2,3,2,3,3,2
"230",1,10,2,3,2,2,1,2
"231",1,10,4,1,3,4,32,4
"232",1,10,2,3,2,1,10,2
"233",1,10,2,2,3,2,5,2
"234",1,10,2,2,1,4,8,2
"235",1,10,4,3,1,2,37,4
"236",1,10,3,3,3,1,19,3
"237",1,10,2,1,3,1,1,2
"238",1,10,3,2,1,4,20,3
"239",1,10,1,3,2,1,2,1
"240",1,10,2,1,3,1,1,2
"241",1,10,1,2,1,2,5,1
"242",1,10,3,1,2,2,17,3
"243",1,10,1,3,2,4,9,1
"244",1,10,4,2,3,1,36,4
"245",1,10,1,2,2,1,7,1
"246",1,10,3,1,3,3,13,3
"247",1,10,2,3,2,1,4,2
"248",1,10,4,1,3,4,33,4
"249",1,10,3,3,1,4,14,3
"250",1,10,3,1,3,3,16,3
"251",1,10,1,1,3,2,3,1
"252",1,10,3,2,2,1,16,3
"253",1,10,3,3,3,3,20,3
"254",1,10,2,2,3,1,1,2
"255",1,10,1,3,1,4,9,1
"256",1,10,2,3,3,1,7,2
"257",1,10,2,2,2,4,9,2
"258",1,10,3,3,2,4,11,3
"259",1,10,2,3,2,3,6,2
"260",1,10,1,2,3,4,10,1
"261",1,10,1,1,1,4,4,1
"262",1,10,3,1,3,1,19,3
"263",1,10,2,2,3,3,5,2
"264",1,10,1,3,3,3,9,1
"265",1,10,4,2,2,1,31,4
"266",1,10,3,3,3,3,11,3
"267",1,10,2,2,2,3,4,2
"268",1,10,3,2,2,2,18,3
"269",1,10,3,2,2,2,13,3
"270",1,10,2,1,1,1,8,2
"271",1,10,4,3,1,2,31,4
"272",1,10,1,1,3,3,4,1
"273",1,10,1,3,3,1,6,1
"274",1,10,4,1,1,4,38,4
"275",1,10,2,2,2,4,4,2
"276",1,10,3,2,3,1,11,3
"277",1,10,3,3,1,2,19,3
"278",1,10,4,2,1,4,38,4
"279",1,10,4,3,3,4,39,4
"280",1,10,2,2,1,2,4,2
"281",1,10,1,3,1,2,4,1
"282",1,10,2,2,1,1,8,2
"283",1,10,2,1,2,3,6,2
"284",1,10,4,2,2,2,34,4
"285",1,10,1,3,1,4,8,1
"286",1,10,4,3,2,3,39,4
"287",1,10,1,1,1,4,4,1
"288",1,10,4,2,1,3,36,4
"289",1,10,2,1,3,4,10,2
"290",1,10,1,1,3,3,8,1
"291",1,10,1,2,1,2,3,1
"292",1,10,4,1,2,2,37,4
"293",1,10,4,1,2,2,37,4
"294",1,10,1,2,1,4,1,1
"295",1,9,3,3,3,3,19,3
"296",1,9,3,3,2,2,16,3
"297",1,9,1,2,1,1,4,1
"298",1,9,1,3,3,2,6,1
"299",1,9,3,1,3,2,11,3
"300",1,9,1,2,2,1,2,1
"301",1,9,1,1,1,3,7,1
"302",1,9,2,3,3,1,3,2
"303",1,9,3,1,3,4,19,3
"304",1,9,3,1,1,4,19,3
"305",1,9,4,1,3,4,37,4
"306",1,9,4,3,1,2,35,4
"307",1,9,2,2,2,2,6,2
"308",1,9,2,3,1,2,10,2
"309",1,9,3,2,2,2,10,3
"310",1,9,2,3,1,2,4,2
"311",1,9,4,1,1,3,29,4
"312",1,9,3,1,1,4,17,3
"313",1,9,1,2,2,2,6,1
"314",1,9,4,2,1,4,30,4
"315",1,9,3,3,1,1,17,3
"316",1,9,3,2,1,4,12,3
"317",1,9,2,2,1,4,1,2
"318",1,9,4,2,2,2,35,4
"319",1,9,4,1,1,2,31,4
"320",1,9,3,2,2,4,11,3
"321",1,9,1,3,1,1,3,1
"322",1,9,1,2,3,4,7,1
"323",1,9,1,2,2,2,3,1
"324",1,9,4,3,1,4,36,4
"325",1,9,1,1,3,3,1,1
"326",1,9,3,2,1,1,19,3
"327",1,9,3,3,3,2,15,3
"328",1,9,4,1,2,1,32,4
"329",1,9,1,1,1,4,2,1
"330",1,9,3,1,2,2,18,3
"331",1,9,3,3,1,4,15,3
"332",1,9,3,1,2,4,17,3
"333",1,9,2,3,1,4,10,2
"334",1,9,2,2,1,3,1,2
"335",1,9,2,1,2,4,6,2
"336",1,9,1,3,3,3,6,1
"337",1,9,4,3,2,2,37,4
"338",1,9,4,1,2,4,32,4
"339",1,9,4,1,1,3,31,4
"340",1,9,2,2,1,3,9,2
"341",1,9,2,3,3,1,1,2
"342",1,9,1,2,3,3,5,1
"343",1,9,1,3,2,2,3,1
"344",1,9,3,1,3,3,13,3
"345",1,9,2,1,3,4,5,2
"346",1,9,2,1,2,3,7,2
"347",1,9,4,1,3,3,35,4
"348",1,9,2,2,1,1,2,2
"349",1,9,2,2,3,2,3,2
"350",1,9,3,3,3,4,18,3
"351",1,9,3,2,3,3,17,3
"352",1,9,3,1,2,4,12,3
"353",1,9,4,1,2,1,29,4
"354",1,9,1,3,2,4,1,1
"355",1,9,4,2,3,1,37,4
"356",1,9,3,1,2,3,17,3
"357",1,9,3,2,1,3,11,3
"358",1,9,4,1,2,2,29,4
"359",1,9,2,2,3,4,3,2
"360",1,9,2,1,3,1,10,2
"361",1,9,1,1,2,4,2,1
"362",1,9,1,1,3,4,5,1
"363",1,9,1,2,1,4,6,1
"364",1,9,1,3,2,2,5,1
"365",1,9,4,2,2,4,28,4
"366",1,9,3,1,3,1,14,3
"367",1,9,1,1,2,3,9,1
"368",1,9,1,2,2,2,7,1
"369",1,9,4,1,3,4,29,4
"370",1,9,1,1,2,4,2,1
"371",1,9,2,2,3,3,5,2
"372",1,9,1,1,3,4,10,1
"373",1,9,1,3,3,1,10,1
"374",1,9,3,2,3,3,11,3
"375",1,9,1,2,3,4,7,1
"376",1,9,3,3,2,2,14,3
"377",1,9,4,1,2,4,30,4
"378",1,9,1,3,3,1,8,1
"379",1,9,3,3,1,4,13,3
"380",1,9,4,2,3,4,37,4
"381",1,9,4,2,2,3,30,4
"382",1,9,2,1,3,3,9,2
"383",1,9,4,1,1,3,29,4
"384",1,9,1,1,1,1,9,1
"385",1,9,1,3,2,4,1,1
"386",1,9,1,3,2,4,5,1
"387",1,9,1,3,2,1,6,1
"388",1,9,2,2,3,1,7,2
"389",1,9,3,3,3,4,13,3
"390",1,9,1,2,1,2,4,1
"391",1,9,2,2,2,3,2,2
"392",1,9,1,2,1,3,1,1
"393",1,9,4,3,3,2,31,4
"394",1,9,2,3,2,1,5,2
"395",1,9,2,2,1,1,5,2
"396",1,9,3,2,3,4,19,3
"397",1,9,1,2,3,1,2,1
"398",1,9,3,3,2,2,11,3
"399",1,9,2,3,2,2,10,2
"400",1,9,1,2,1,4,8,1
"401",1,9,1,3,1,1,7,1
"402",1,9,1,2,3,1,9,1
"403",1,8,4,1,3,1,25,4
"404",1,8,3,2,1,1,13,3
"405",1,8,1,3,3,1,10,1
"406",1,8,4,1,2,2,28,4
"407",1,8,3,1,2,4,16,3
"408",1,8,3,1,2,4,17,3
"409",1,8,2,2,3,3,8,2
"410",1,8,2,1,1,4,1,2
"411",1,8,3,1,2,3,16,3
"412",1,8,3,1,2,4,9,3
"413",1,8,4,2,1,1,34,4
"414",1,8,4,3,3,1,31,4
"415",1,8,1,1,1,4,5,1
"416",1,8,1,3,1,3,10,1
"417",1,8,4,3,2,3,29,4
"418",1,8,4,1,3,1,26,4
"419",1,8,4,3,1,2,27,4
"420",1,8,3,1,3,4,12,3
"421",1,8,1,3,1,4,4,1
"422",1,8,1,1,3,1,2,1
"423",1,8,4,1,1,1,33,4
"424",1,8,4,2,2,3,27,4
"425",1,8,3,2,3,4,15,3
"426",1,8,1,1,1,2,4,1
"427",1,8,2,3,3,2,3,2
"428",1,8,3,1,1,2,13,3
"429",1,8,3,2,1,2,12,3
"430",1,8,1,1,3,1,9,1
"431",1,8,3,2,3,1,15,3
"432",1,8,4,3,3,3,31,4
"433",1,8,2,3,2,3,3,2
"434",1,8,2,1,2,3,9,2
"435",1,8,4,3,2,2,34,4
"436",1,8,1,2,3,3,4,1
"437",1,8,4,1,2,1,34,4
"438",1,8,4,1,3,2,26,4
"439",1,8,4,2,2,2,25,4
"440",1,8,2,2,2,1,4,2
"441",1,8,2,2,2,2,8,2
"442",1,8,4,1,2,3,27,4
"443",1,8,2,3,3,4,5,2
"444",1,8,2,2,1,4,5,2
"445",1,8,4,3,3,2,30,4
"446",1,8,2,2,3,2,5,2
"447",1,8,4,3,2,1,31,4
"448",1,8,1,3,2,3,5,1
"449",1,8,4,1,3,2,25,4
"450",1,8,3,2,3,2,12,3
"451",1,8,3,1,3,4,14,3
"452",1,8,1,3,3,2,6,1
"453",1,8,4,2,1,1,26,4
"454",1,8,1,3,2,3,8,1
"455",1,8,2,3,1,2,4,2
"456",1,8,3,3,2,3,17,3
"457",1,8,3,3,3,3,15,3
"458",1,8,3,3,3,2,14,3
"459",1,8,4,3,3,3,26,4
"460",1,8,1,2,3,3,2,1
"461",1,8,2,2,2,4,3,2
"462",1,8,2,1,3,4,6,2
"463",1,8,3,3,1,3,18,3
"464",1,8,2,1,3,2,2,2
"465",1,8,3,1,1,4,13,3
"466",1,8,2,3,3,4,2,2
"467",1,8,4,1,1,3,27,4
"468",1,8,2,1,1,2,7,2
"469",1,8,2,1,3,1,3,2
"470",1,8,1,3,2,3,10,1
"471",1,8,4,1,1,3,33,4
"472",1,8,3,2,1,2,17,3
"473",1,8,4,2,1,2,34,4
"474",1,8,1,3,1,2,1,1
"475",1,8,4,2,3,3,27,4
"476",1,8,4,1,2,4,29,4
"477",1,8,1,2,1,2,10,1
"478",1,8,1,2,1,1,8,1
"479",1,8,4,2,1,1,33,4
"480",1,8,3,3,2,3,12,3
"481",1,8,2,3,3,3,2,2
"482",1,8,2,1,1,3,9,2
"483",1,8,3,3,2,4,14,3
"484",1,8,3,3,3,4,18,3
"485",1,8,4,1,1,3,28,4
"486",1,8,1,3,2,4,3,1
"487",1,8,1,1,3,2,9,1
"488",1,8,1,1,1,1,5,1
"489",1,8,3,2,2,3,17,3
"490",1,8,3,1,2,4,13,3
"491",1,8,4,3,3,1,26,4
"492",1,8,4,2,3,4,30,4
"493",1,8,3,3,2,3,17,3
"494",1,8,4,2,3,3,28,4
"495",1,8,2,2,1,4,2,2
"496",1,8,1,2,2,2,7,1
"497",1,8,3,3,2,3,12,3
"498",1,8,4,1,2,3,26,4
"499",1,8,3,1,1,2,12,3
"500",1,8,2,2,1,4,8,2
"501",1,8,4,3,3,4,32,4
"502",1,8,4,2,1,3,28,4
"503",1,8,4,3,2,4,29,4
"504",1,8,4,1,3,2,31,4
"505",1,8,3,1,3,1,10,3
"506",1,8,3,3,2,2,16,3
"507",1,8,4,2,2,3,34,4
"508",1,8,3,3,3,3,10,3
"509",1,8,1,1,1,4,1,1
"510",1,8,4,3,1,1,25,4
"511",1,8,3,2,1,4,14,3
"512",1,8,1,2,1,1,8,1
"513",1,8,3,3,2,1,12,3
"514",1,8,3,2,1,1,17,3
"515",1,8,2,1,3,2,2,2
"516",1,8,3,2,1,3,13,3
"517",1,8,3,1,1,1,18,3
"518",1,8,2,1,1,4,6,2
"519",1,8,4,2,2,1,29,4
"520",1,8,4,2,2,2,33,4
"521",1,8,3,3,3,4,17,3
"522",1,8,2,2,3,3,5,2
"523",1,8,1,2,2,4,7,1
"524",1,7,1,3,1,1,10,1
"525",1,7,4,3,1,2,27,4
"526",1,7,1,1,3,1,3,1
"527",1,7,4,3,1,2,24,4
"528",1,7,1,3,3,4,10,1
"529",1,7,3,1,2,4,12,3
"530",1,7,2,3,3,1,6,2
"531",1,7,4,2,3,4,27,4
"532",1,7,1,2,3,1,9,1
"533",1,7,2,2,3,4,8,2
"534",1,7,4,1,3,3,28,4
"535",1,7,4,2,2,4,22,4
"536",1,7,4,1,1,3,26,4
"537",1,7,1,3,2,2,4,1
"538",1,7,2,1,2,2,4,2
"539",1,7,2,3,2,2,8,2
"540",1,7,3,3,3,4,10,3
"541",1,7,4,1,2,3,27,4
"542",1,7,2,2,1,2,1,2
"543",1,7,2,1,1,1,5,2
"544",1,7,4,3,1,1,28,4
"545",1,7,2,2,3,3,2,2
"546",1,7,1,3,1,2,2,1
"547",1,7,2,3,1,3,5,2
"548",1,7,1,2,2,4,2,1
"549",1,7,4,1,2,3,26,4
"550",1,7,2,2,2,3,4,2
"551",1,7,3,2,1,3,8,3
"552",1,7,2,3,3,2,6,2
"553",1,7,2,2,2,2,3,2
"554",1,7,3,3,1,3,15,3
"555",1,7,2,1,1,3,9,2
"556",1,7,3,1,2,2,16,3
"557",1,7,1,3,2,1,4,1
"558",1,7,2,1,1,2,9,2
"559",1,7,2,3,3,2,8,2
"560",1,7,3,1,1,4,16,3
"561",1,7,3,2,1,1,16,3
"562",1,7,2,3,2,4,2,2
"563",1,7,4,2,1,1,25,4
"564",1,7,1,3,2,2,6,1
"565",1,7,4,3,2,1,28,4
"566",1,7,3,3,2,2,10,3
"567",1,7,3,1,2,4,8,3
"568",1,7,1,1,1,4,1,1
"569",1,7,2,3,1,3,10,2
"570",1,7,2,2,2,3,9,2
"571",1,7,4,3,2,3,31,4
"572",1,7,3,1,2,2,8,3
"573",1,7,1,3,1,2,9,1
"574",1,7,2,1,3,2,3,2
"575",1,7,1,2,3,2,4,1
"576",1,7,4,2,1,1,22,4
"577",1,7,2,3,2,3,7,2
"578",1,7,2,2,2,4,5,2
"579",1,7,3,3,1,3,12,3
"580",1,7,3,2,3,1,17,3
"581",1,7,3,3,3,4,10,3
"582",1,7,2,1,3,4,9,2
"583",1,7,1,3,3,3,5,1
"584",1,7,2,3,1,2,2,2
"585",1,7,1,1,2,1,4,1
"586",1,7,2,1,3,2,10,2
"587",1,7,1,1,2,1,4,1
"588",1,7,3,3,2,2,15,3
"589",1,7,2,3,2,1,6,2
"590",1,7,3,3,2,1,9,3
"591",1,7,1,1,1,1,1,1
"592",1,7,4,1,2,1,24,4
"593",1,7,3,2,1,1,13,3
"594",1,7,2,3,1,4,9,2
"595",1,7,1,2,2,2,5,1
"596",1,7,4,1,2,3,27,4
"597",1,7,4,3,2,3,22,4
"598",1,7,4,2,2,4,27,4
"599",1,7,4,3,2,4,28,4
"600",1,7,1,1,1,3,7,1
"601",1,7,3,3,2,1,13,3
"602",1,7,2,1,3,4,6,2
"603",1,7,4,1,2,4,25,4
"604",1,7,1,3,1,1,10,1
"605",1,7,4,2,3,2,26,4
"606",1,7,1,1,3,4,8,1
"607",1,7,2,3,3,1,9,2
"608",1,7,1,3,2,1,7,1
"609",1,7,4,2,3,1,25,4
"610",1,7,2,1,2,4,5,2
"611",1,7,1,3,3,4,8,1
"612",1,7,2,1,2,3,4,2
"613",1,7,1,2,1,4,2,1
"614",1,7,3,1,2,2,15,3
"615",1,7,1,2,2,3,5,1
"616",1,7,2,2,2,1,2,2
"617",1,7,2,1,2,4,6,2
"618",1,7,1,3,3,4,4,1
"619",1,7,3,2,3,2,14,3
"620",1,7,4,3,3,1,29,4
"621",1,6,3,2,3,2,16,3
"622",1,6,1,3,2,1,6,1
"623",1,6,1,2,2,1,3,1
"624",1,6,3,1,2,4,7,3
"625",1,6,1,3,3,4,5,1
"626",1,6,2,2,2,4,5,2
"627",1,6,4,1,3,4,28,4
"628",1,6,4,3,3,1,20,4
"629",1,6,3,2,2,1,7,3
"630",1,6,2,2,2,2,5,2
"631",1,6,1,1,2,4,7,1
"632",1,6,2,3,1,2,6,2
"633",1,6,2,1,2,2,8,2
"634",1,6,2,3,1,4,2,2
"635",1,6,4,1,2,1,20,4
"636",1,6,3,3,3,1,7,3
"637",1,6,1,1,2,2,8,1
"638",1,6,4,1,1,2,21,4
"639",1,6,1,2,1,4,6,1
"640",1,6,1,2,1,3,5,1
"641",1,6,3,2,2,4,7,3
"642",1,6,1,2,1,2,8,1
"643",1,6,1,2,2,2,4,1
"644",1,6,3,1,2,1,8,3
"645",1,6,4,3,1,3,28,4
"646",1,6,2,1,2,3,9,2
"647",1,6,2,3,2,3,4,2
"648",1,6,3,3,2,1,15,3
"649",1,6,2,1,3,4,7,2
"650",1,6,1,3,3,1,5,1
"651",1,6,3,3,3,3,13,3
"652",1,6,4,2,2,1,25,4
"653",1,6,1,2,1,3,7,1
"654",1,6,1,2,1,1,5,1
"655",1,6,2,3,2,4,6,2
"656",1,6,4,1,1,4,24,4
"657",1,6,3,2,3,2,9,3
"658",1,6,3,2,3,2,9,3
"659",1,6,3,1,2,4,13,3
"660",1,6,1,3,2,4,10,1
"661",1,6,2,3,1,1,5,2
"662",1,6,1,2,3,2,9,1
"663",1,6,3,3,3,2,14,3
"664",1,6,2,2,2,4,7,2
"665",1,6,2,1,1,3,1,2
"666",1,6,2,2,3,3,6,2
"667",1,6,3,2,3,4,11,3
"668",1,6,3,2,1,4,16,3
"669",1,6,4,3,2,3,25,4
"670",1,6,3,3,2,4,11,3
"671",1,6,2,1,2,2,4,2
"672",1,6,3,2,2,4,13,3
"673",1,6,1,3,3,2,6,1
"674",1,6,1,1,3,4,2,1
"675",1,6,3,2,3,2,7,3
"676",1,6,3,3,2,1,9,3
"677",1,6,1,1,2,2,5,1
"678",1,6,4,1,1,1,21,4
"679",1,6,2,3,1,1,4,2
"680",1,6,2,3,1,4,2,2
"681",1,6,3,3,3,3,15,3
"682",1,6,2,1,2,2,5,2
"683",1,6,2,2,1,2,5,2
"684",1,6,2,1,1,4,6,2
"685",1,6,2,3,1,4,7,2
"686",1,6,2,3,2,2,10,2
"687",1,6,2,3,2,4,4,2
"688",1,6,2,2,1,1,1,2
"689",1,6,3,2,3,1,10,3
"690",1,6,2,1,1,4,9,2
"691",1,6,3,2,2,4,9,3
"692",1,6,1,1,1,4,7,1
"693",1,6,4,2,1,2,26,4
"694",1,6,3,3,3,4,15,3
"695",1,6,3,3,2,2,7,3
"696",1,6,1,3,3,4,3,1
"697",1,6,2,3,2,4,10,2
"698",1,6,1,2,2,1,7,1
"699",1,6,1,3,2,3,4,1
"700",1,6,2,1,2,1,2,2
"701",1,6,4,1,1,4,24,4
"702",1,6,4,1,3,3,24,4
"703",1,6,1,3,1,3,9,1
"704",1,6,3,1,1,1,8,3
"705",1,6,3,2,2,4,16,3
"706",1,6,2,3,3,1,10,2
"707",1,6,3,1,1,4,14,3
"708",1,6,4,2,2,1,25,4
"709",1,6,3,3,1,3,8,3
"710",1,6,1,2,3,1,2,1
"711",1,6,1,3,3,4,10,1
"712",1,6,4,2,1,2,22,4
"713",1,6,1,3,3,2,8,1
"714",1,6,4,2,1,1,26,4
"715",1,6,2,2,3,4,3,2
"716",1,6,4,1,1,1,21,4
"717",1,6,1,2,3,2,1,1
"718",1,6,2,1,3,2,2,2
"719",1,6,2,2,2,2,2,2
"720",1,6,2,3,2,1,8,2
"721",1,6,3,3,1,3,11,3
"722",1,6,3,1,1,4,16,3
"723",1,6,4,2,1,3,27,4
"724",1,6,3,3,1,4,15,3
"725",1,6,1,2,3,1,8,1
"726",1,6,3,1,3,1,8,3
"727",1,6,3,1,2,3,14,3
"728",1,6,4,3,2,2,21,4
"729",1,6,3,1,1,3,15,3
"730",1,6,2,3,1,4,3,2
"731",1,6,3,3,2,3,14,3
"732",1,6,3,3,2,4,15,3
